city,pollutant,year,month,year_month,avg_value,prev_month_avg,mom_change
Kolkata,PM10,2019,10,2019-10,96.295,33.315,62.98
Kolkata,PM10,2019,11,2019-11,177.939,96.295,81.644
Kolkata,PM10,2019,12,2019-12,184.656,177.939,6.717
Kolkata,PM10,2020,01,2020-01,183.164,184.656,-1.492
Kolkata,PM10,2020,02,2020-02,171.235,183.164,-11.929
Kolkata,PM10,2020,03,2020-03,95.396,171.235,-75.839
Kolkata,PM10,2020,04,2020-04,46.747,95.396,-48.649
Kolkata,PM10,2020,05,2020-05,37.912,46.747,-8.835
Kolkata,PM10,2020,06,2020-06,34.76,37.912,-3.152
Kolkata,PM10,2020,07,2020-07,,34.76,
Kolkata,PM2.5,2018,04,2018-04,25.479,,
Kolkata,PM2.5,2018,05,2018-05,,25.479,
Kolkata,PM2.5,2018,06,2018-06,30.769,,
Kolkata,PM2.5,2018,07,2018-07,22.955,30.769,-7.814
Kolkata,PM2.5,2018,08,2018-08,21.355,22.955,-1.6
Kolkata,PM2.5,2018,09,2018-09,38.445,21.355,17.09
Kolkata,PM2.5,2018,10,2018-10,68.883,38.445,30.438
Kolkata,PM2.5,2018,11,2018-11,141.571,68.883,72.688
Kolkata,PM2.5,2018,12,2018-12,182.699,141.571,41.128
Kolkata,PM2.5,2019,01,2019-01,202.111,182.699,19.412
Kolkata,PM2.5,2019,02,2019-02,127.873,202.111,-74.238
Kolkata,PM2.5,2019,03,2019-03,72.317,127.873,-55.556
Kolkata,PM2.5,2019,04,2019-04,42.22,72.317,-30.097
Kolkata,PM2.5,2019,05,2019-05,43.314,42.22,1.094
Kolkata,PM2.5,2019,06,2019-06,32.213,43.314,-11.101
Kolkata,PM2.5,2019,07,2019-07,27.504,32.213,-4.709
Kolkata,PM2.5,2019,08,2019-08,22.9,27.504,-4.604
Kolkata,PM2.5,2019,09,2019-09,16.155,22.9,-6.745
Kolkata,PM2.5,2019,10,2019-10,57.569,16.155,41.414
Kolkata,PM2.5,2019,11,2019-11,87.233,57.569,29.664
Kolkata,PM2.5,2019,12,2019-12,91.123,87.233,3.89
Kolkata,PM2.5,2020,01,2020-01,94.279,91.123,3.156
Kolkata,PM2.5,2020,02,2020-02,84.142,94.279,-10.137
Kolkata,PM2.5,2020,03,2020-03,51.491,84.142,-32.651
Kolkata,PM2.5,2020,04,2020-04,24.421,51.491,-27.07
Kolkata,PM2.5,2020,05,2020-05,16.102,24.421,-8.319
Kolkata,PM2.5,2020,06,2020-06,13.643,16.102,-2.459
Kolkata,PM2.5,2020,07,2020-07,,13.643,
Kolkata,SO2,2018,04,2018-04,,,
Kolkata,SO2,2018,05,2018-05,,,
Kolkata,SO2,2018,06,2018-06,2.411,,
Kolkata,SO2,2018,07,2018-07,2.229,2.411,-0.182
Kolkata,SO2,2018,08,2018-08,1.79,2.229,-0.439
Kolkata,SO2,2018,09,2018-09,3.318,1.79,1.528
Kolkata,SO2,2018,10,2018-10,7.451,3.318,4.133
Kolkata,SO2,2018,11,2018-11,12.815,7.451,5.364
Kolkata,SO2,2018,12,2018-12,14.845,12.815,2.03
Kolkata,SO2,2019,01,2019-01,17.419,14.845,2.574
Kolkata,SO2,2019,02,2019-02,15.595,17.419,-1.824
Kolkata,SO2,2019,03,2019-03,10.994,15.595,-4.601
Kolkata,SO2,2019,04,2019-04,6.092,10.994,-4.902
Kolkata,SO2,2019,05,2019-05,2.155,6.092,-3.937
Kolkata,SO2,2019,06,2019-06,2.478,2.155,0.323
Kolkata,SO2,2019,07,2019-07,5.345,2.478,2.867
Kolkata,SO2,2019,08,2019-08,3.629,5.345,-1.716
Kolkata,SO2,2019,09,2019-09,4.13,3.629,0.501
Kolkata,SO2,2019,10,2019-10,6.438,4.13,2.308
Kolkata,SO2,2019,11,2019-11,10.526,6.438,4.088
Kolkata,SO2,2019,12,2019-12,13.272,10.526,2.746
Kolkata,SO2,2020,01,2020-01,13.981,13.272,0.709
Kolkata,SO2,2020,02,2020-02,14.952,13.981,0.971
Kolkata,SO2,2020,03,2020-03,11.491,14.952,-3.461
Kolkata,SO2,2020,04,2020-04,7.916,11.491,-3.575
Kolkata,SO2,2020,05,2020-05,5.645,7.916,-2.271
Kolkata,SO2,2020,06,2020-06,6.506,5.645,0.861
Kolkata,SO2,2020,07,2020-07,,6.506,
Kolkata,Toluene,2018,04,2018-04,1.824,,
Kolkata,Toluene,2018,05,2018-05,3.239,1.824,1.415
Kolkata,Toluene,2018,06,2018-06,2.678,3.239,-0.561
Kolkata,Toluene,2018,07,2018-07,6.389,2.678,3.711
Kolkata,Toluene,2018,08,2018-08,10.778,6.389,4.389
Kolkata,Toluene,2018,09,2018-09,8.375,10.778,-2.403
Kolkata,Toluene,2018,10,2018-10,8.93,8.375,0.555
Kolkata,Toluene,2018,11,2018-11,20.965,8.93,12.035
Kolkata,Toluene,2018,12,2018-12,23.443,20.965,2.478
Kolkata,Toluene,2019,01,2019-01,29.823,23.443,6.38
Kolkata,Toluene,2019,02,2019-02,7.996,29.823,-21.827
Kolkata,Toluene,2019,03,2019-03,12.386,7.996,4.39
Kolkata,Toluene,2019,04,2019-04,9.031,12.386,-3.355
Kolkata,Toluene,2019,05,2019-05,9.381,9.031,0.35
Kolkata,Toluene,2019,06,2019-06,13.531,9.381,4.15
Kolkata,Toluene,2019,07,2019-07,9.916,13.531,-3.615
Kolkata,Toluene,2019,08,2019-08,10.728,9.916,0.812
Kolkata,Toluene,2019,09,2019-09,16.31,10.728,5.582
Kolkata,Toluene,2019,10,2019-10,26.352,16.31,10.042
Kolkata,Toluene,2019,11,2019-11,38.644,26.352,12.292
Kolkata,Toluene,2019,12,2019-12,37.281,38.644,-1.363
Kolkata,Toluene,2020,01,2020-01,40.036,37.281,2.755
Kolkata,Toluene,2020,02,2020-02,25.86,40.036,-14.176
Kolkata,Toluene,2020,03,2020-03,12.226,25.86,-13.634
Kolkata,Toluene,2020,04,2020-04,6.238,12.226,-5.988
Kolkata,Toluene,2020,05,2020-05,6.668,6.238,0.43
Kolkata,Toluene,2020,06,2020-06,12.176,6.668,5.508
Kolkata,Toluene,2020,07,2020-07,,12.176,
Kolkata,Xylene,2018,04,2018-04,,,
Kolkata,Xylene,2018,05,2018-05,,,
Kolkata,Xylene,2018,06,2018-06,,,
Kolkata,Xylene,2018,07,2018-07,,,
Kolkata,Xylene,2018,08,2018-08,,,
Kolkata,Xylene,2018,09,2018-09,,,
Kolkata,Xylene,2018,10,2018-10,,,
Kolkata,Xylene,2018,11,2018-11,,,
Kolkata,Xylene,2018,12,2018-12,,,
Kolkata,Xylene,2019,01,2019-01,,,
Kolkata,Xylene,2019,02,2019-02,,,
Kolkata,Xylene,2019,03,2019-03,,,
Kolkata,Xylene,2019,04,2019-04,,,
Kolkata,Xylene,2019,05,2019-05,,,
Kolkata,Xylene,2019,06,2019-06,4.592,,
Kolkata,Xylene,2019,07,2019-07,3.166,4.592,-1.426
Kolkata,Xylene,2019,08,2019-08,3.031,3.166,-0.135
Kolkata,Xylene,2019,09,2019-09,1.832,3.031,-1.199
Kolkata,Xylene,2019,10,2019-10,2.955,1.832,1.123
Kolkata,Xylene,2019,11,2019-11,4.834,2.955,1.879
Kolkata,Xylene,2019,12,2019-12,3.126,4.834,-1.708
Kolkata,Xylene,2020,01,2020-01,3.955,3.126,0.829
Kolkata,Xylene,2020,02,2020-02,3.062,3.955,-0.893
Kolkata,Xylene,2020,03,2020-03,1.574,3.062,-1.488
Kolkata,Xylene,2020,04,2020-04,0.399,1.574,-1.175
Kolkata,Xylene,2020,05,2020-05,0.42,0.399,0.021
Kolkata,Xylene,2020,06,2020-06,0.853,0.42,0.433
Kolkata,Xylene,2020,07,2020-07,,0.853,
Lucknow,Benzene,2015,01,2015-01,2.423,,
Lucknow,Benzene,2015,02,2015-02,2.571,2.423,0.148
Lucknow,Benzene,2015,03,2015-03,2.451,2.571,-0.12
Lucknow,Benzene,2015,04,2015-04,2.719,2.451,0.268
Lucknow,Benzene,2015,05,2015-05,1.874,2.719,-0.845
Lucknow,Benzene,2015,06,2015-06,0.753,1.874,-1.121
Lucknow,Benzene,2015,07,2015-07,0.119,0.753,-0.634
Lucknow,Benzene,2015,08,2015-08,0.116,0.119,-0.003
Lucknow,Benzene,2015,09,2015-09,0.729,0.116,0.613
Lucknow,Benzene,2015,10,2015-10,1.261,0.729,0.532
Lucknow,Benzene,2015,11,2015-11,,1.261,
Lucknow,Benzene,2015,12,2015-12,4.008,,
Lucknow,Benzene,2016,01,2016-01,2.976,4.008,-1.032
Lucknow,Benzene,2016,02,2016-02,2.516,2.976,-0.46
Lucknow,Benzene,2016,03,2016-03,1.04,2.516,-1.476
Lucknow,Benzene,2016,04,2016-04,1.163,1.04,0.123
Lucknow,Benzene,2016,05,2016-05,1.684,1.163,0.521
Lucknow,Benzene,2016,06,2016-06,1.247,1.684,-0.437
Lucknow,Benzene,2016,07,2016-07,0.327,1.247,-0.92
Lucknow,Benzene,2016,08,2016-08,0.395,0.327,0.068
Lucknow,Benzene,2016,09,2016-09,0.305,0.395,-0.09
Lucknow,Benzene,2016,10,2016-10,1.036,0.305,0.731
Lucknow,Benzene,2016,11,2016-11,3.476,1.036,2.44
Lucknow,Benzene,2016,12,2016-12,4.799,3.476,1.323
Lucknow,Benzene,2017,01,2017-01,2.423,4.799,-2.376
Lucknow,Benzene,2017,02,2017-02,2.656,2.423,0.233
Lucknow,Benzene,2017,03,2017-03,2.045,2.656,-0.611
Lucknow,Benzene,2017,04,2017-04,2.364,2.045,0.319
Lucknow,Benzene,2017,05,2017-05,2.143,2.364,-0.221
Lucknow,Benzene,2017,06,2017-06,2.469,2.143,0.326
Lucknow,Benzene,2017,07,2017-07,0.836,2.469,-1.633
Lucknow,Benzene,2017,08,2017-08,1.481,0.836,0.645
Lucknow,Benzene,2017,09,2017-09,1.843,1.481,0.362
Lucknow,Benzene,2017,10,2017-10,2.193,1.843,0.35
Lucknow,Benzene,2017,11,2017-11,1.123,2.193,-1.07
Lucknow,Benzene,2017,12,2017-12,2.283,1.123,1.16
Lucknow,Benzene,2018,01,2018-01,2.579,2.283,0.296
Lucknow,Benzene,2018,02,2018-02,1.114,2.579,-1.465
Lucknow,Benzene,2018,03,2018-03,0.614,1.114,-0.5
Lucknow,Benzene,2018,04,2018-04,0.055,0.614,-0.559
Lucknow,Benzene,2018,05,2018-05,0.002,0.055,-0.053
Lucknow,Benzene,2018,06,2018-06,0.412,0.002,0.41
Lucknow,Benzene,2018,07,2018-07,0.164,0.412,-0.248
Lucknow,Benzene,2018,08,2018-08,0.27,0.164,0.106
Lucknow,Benzene,2018,09,2018-09,0.169,0.27,-0.101
Lucknow,Benzene,2018,10,2018-10,0.46,0.169,0.291
Lucknow,Benzene,2018,11,2018-11,0.904,0.46,0.444
Lucknow,Benzene,2018,12,2018-12,0.513,0.904,-0.391
Lucknow,Benzene,2019,01,2019-01,0.249,0.513,-0.264
Lucknow,Benzene,2019,02,2019-02,0.142,0.249,-0.107
Lucknow,Benzene,2019,03,2019-03,0.683,0.142,0.541
Lucknow,Benzene,2019,04,2019-04,0.428,0.683,-0.255
Lucknow,Benzene,2019,05,2019-05,0.77,0.428,0.342
Lucknow,Benzene,2019,06,2019-06,0.784,0.77,0.014
Lucknow,Benzene,2019,07,2019-07,0.576,0.784,-0.208
Lucknow,Benzene,2019,08,2019-08,1.064,0.576,0.488
Lucknow,Benzene,2019,09,2019-09,1.601,1.064,0.537
Lucknow,Benzene,2019,10,2019-10,2.461,1.601,0.86
Lucknow,Benzene,2019,11,2019-11,3.147,2.461,0.686
Lucknow,Benzene,2019,12,2019-12,3.556,3.147,0.409
Lucknow,Benzene,2020,01,2020-01,3.114,3.556,-0.442
Lucknow,Benzene,2020,02,2020-02,2.11,3.114,-1.004
Lucknow,Benzene,2020,03,2020-03,17.151,2.11,15.041
Lucknow,Benzene,2020,04,2020-04,18.135,17.151,0.984
Lucknow,Benzene,2020,05,2020-05,21.466,18.135,3.331
Lucknow,Benzene,2020,06,2020-06,11.061,21.466,-10.405
Lucknow,Benzene,2020,07,2020-07,,11.061,
Lucknow,CO,2015,01,2015-01,11.982,,
Lucknow,CO,2015,02,2015-02,13.65,11.982,1.668
Lucknow,CO,2015,03,2015-03,5.444,13.65,-8.206
Lucknow,CO,2015,04,2015-04,2.32,5.444,-3.124
Lucknow,CO,2015,05,2015-05,2.639,2.32,0.319
Lucknow,CO,2015,06,2015-06,2.812,2.639,0.173
Lucknow,CO,2015,07,2015-07,4.548,2.812,1.736
Lucknow,CO,2015,08,2015-08,1.882,4.548,-2.666
Lucknow,CO,2015,09,2015-09,1.512,1.882,-0.37
Lucknow,CO,2015,10,2015-10,3.727,1.512,2.215
Lucknow,CO,2015,11,2015-11,4.26,3.727,0.533
Lucknow,CO,2015,12,2015-12,3.098,4.26,-1.162
Lucknow,CO,2016,01,2016-01,2.551,3.098,-0.547
Lucknow,CO,2016,02,2016-02,2.594,2.551,0.043
Lucknow,CO,2016,03,2016-03,2.198,2.594,-0.396
Lucknow,CO,2016,04,2016-04,1.659,2.198,-0.539
Lucknow,CO,2016,05,2016-05,1.609,1.659,-0.05
Lucknow,CO,2016,06,2016-06,2.038,1.609,0.429
Lucknow,CO,2016,07,2016-07,,2.038,
Lucknow,CO,2016,08,2016-08,1.1,,
Lucknow,CO,2016,09,2016-09,2.231,1.1,1.131
Lucknow,CO,2016,10,2016-10,1.82,2.231,-0.411
Lucknow,CO,2016,11,2016-11,2.456,1.82,0.636
Lucknow,CO,2016,12,2016-12,1.862,2.456,-0.594
Lucknow,CO,2017,01,2017-01,2.041,1.862,0.179
Lucknow,CO,2017,02,2017-02,2.055,2.041,0.014
Lucknow,CO,2017,03,2017-03,1.895,2.055,-0.16
Lucknow,CO,2017,04,2017-04,1.528,1.895,-0.367
Lucknow,CO,2017,05,2017-05,2.129,1.528,0.601
Lucknow,CO,2017,06,2017-06,1.415,2.129,-0.714
Lucknow,CO,2017,07,2017-07,1.223,1.415,-0.192
Lucknow,CO,2017,08,2017-08,1.501,1.223,0.278
Lucknow,CO,2017,09,2017-09,1.66,1.501,0.159
Lucknow,CO,2017,10,2017-10,1.135,1.66,-0.525
Lucknow,CO,2017,11,2017-11,1.433,1.135,0.298
Lucknow,CO,2017,12,2017-12,1.533,1.433,0.1
Lucknow,CO,2018,01,2018-01,1.567,1.533,0.034
Lucknow,CO,2018,02,2018-02,1.016,1.567,-0.551
Lucknow,CO,2018,03,2018-03,0.557,1.016,-0.459
Lucknow,CO,2018,04,2018-04,0.428,0.557,-0.129
Lucknow,CO,2018,05,2018-05,0.446,0.428,0.018
Lucknow,CO,2018,06,2018-06,0.757,0.446,0.311
Lucknow,CO,2018,07,2018-07,0.923,0.757,0.166
Lucknow,CO,2018,08,2018-08,0.788,0.923,-0.135
Lucknow,CO,2018,09,2018-09,0.999,0.788,0.211
Lucknow,CO,2018,10,2018-10,1.286,0.999,0.287
Lucknow,CO,2018,11,2018-11,2.029,1.286,0.743
Lucknow,CO,2018,12,2018-12,1.714,2.029,-0.315
Lucknow,CO,2019,01,2019-01,1.101,1.714,-0.613
Lucknow,CO,2019,02,2019-02,1.144,1.101,0.043
Lucknow,CO,2019,03,2019-03,1.325,1.144,0.181
Lucknow,CO,2019,04,2019-04,1.392,1.325,0.067
Lucknow,CO,2019,05,2019-05,1.274,1.392,-0.118
Lucknow,CO,2019,06,2019-06,1.013,1.274,-0.261
Lucknow,CO,2019,07,2019-07,1.086,1.013,0.073
Lucknow,CO,2019,08,2019-08,1.405,1.086,0.319
Lucknow,CO,2019,09,2019-09,1.054,1.405,-0.351
Lucknow,CO,2019,10,2019-10,1.213,1.054,0.159
Lucknow,CO,2019,11,2019-11,1.273,1.213,0.06
Lucknow,CO,2019,12,2019-12,1.468,1.273,0.195
Lucknow,CO,2020,01,2020-01,1.748,1.468,0.28
Lucknow,CO,2020,02,2020-02,1.342,1.748,-0.406
Lucknow,CO,2020,03,2020-03,1.079,1.342,-0.263
Lucknow,CO,2020,04,2020-04,0.988,1.079,-0.091
Lucknow,CO,2020,05,2020-05,0.973,0.988,-0.015
Lucknow,CO,2020,06,2020-06,1.066,0.973,0.093
Lucknow,CO,2020,07,2020-07,,1.066,
Lucknow,NH3,2015,01,2015-01,,,
Lucknow,NH3,2015,02,2015-02,,,
Lucknow,NH3,2015,03,2015-03,,,
Lucknow,NH3,2015,04,2015-04,,,
Lucknow,NH3,2015,05,2015-05,,,
Lucknow,NH3,2015,06,2015-06,,,
Lucknow,NH3,2015,07,2015-07,,,
Lucknow,NH3,2015,08,2015-08,,,
Lucknow,NH3,2015,09,2015-09,,,
Lucknow,NH3,2015,10,2015-10,,,
Lucknow,NH3,2015,11,2015-11,,,
Lucknow,NH3,2015,12,2015-12,,,
Lucknow,NH3,2016,01,2016-01,,,
Lucknow,NH3,2016,02,2016-02,,,
Lucknow,NH3,2016,03,2016-03,,,
Lucknow,NH3,2016,04,2016-04,,,
Lucknow,NH3,2016,05,2016-05,,,
Lucknow,NH3,2016,06,2016-06,,,
Lucknow,NH3,2016,07,2016-07,,,
Lucknow,NH3,2016,08,2016-08,,,
Lucknow,NH3,2016,09,2016-09,,,
Lucknow,NH3,2016,10,2016-10,,,
Lucknow,NH3,2016,11,2016-11,,,
Lucknow,NH3,2016,12,2016-12,,,
Lucknow,NH3,2017,01,2017-01,,,
Lucknow,NH3,2017,02,2017-02,,,
Lucknow,NH3,2017,03,2017-03,,,
Lucknow,NH3,2017,04,2017-04,,,
Lucknow,NH3,2017,05,2017-05,,,
Lucknow,NH3,2017,06,2017-06,,,
Lucknow,NH3,2017,07,2017-07,,,
Lucknow,NH3,2017,08,2017-08,,,
Lucknow,NH3,2017,09,2017-09,7.864,,
Lucknow,NH3,2017,10,2017-10,16.73,7.864,8.866
Lucknow,NH3,2017,11,2017-11,49.626,16.73,32.896
Lucknow,NH3,2017,12,2017-12,51.535,49.626,1.909
Lucknow,NH3,2018,01,2018-01,49.627,51.535,-1.908
Lucknow,NH3,2018,02,2018-02,50.419,49.627,0.792
Lucknow,NH3,2018,03,2018-03,37.401,50.419,-13.018
Lucknow,NH3,2018,04,2018-04,29.105,37.401,-8.296
Lucknow,NH3,2018,05,2018-05,31.52,29.105,2.415
Lucknow,NH3,2018,06,2018-06,38.322,31.52,6.802
Lucknow,NH3,2018,07,2018-07,30.046,38.322,-8.276
Lucknow,NH3,2018,08,2018-08,24.414,30.046,-5.632
Lucknow,NH3,2018,09,2018-09,30.298,24.414,5.884
Lucknow,NH3,2018,10,2018-10,54.825,30.298,24.527
Lucknow,NH3,2018,11,2018-11,43.678,54.825,-11.147
Lucknow,NH3,2018,12,2018-12,41.025,43.678,-2.653
Lucknow,NH3,2019,01,2019-01,39.384,41.025,-1.641
Lucknow,NH3,2019,02,2019-02,34.783,39.384,-4.601
Lucknow,NH3,2019,03,2019-03,11.556,34.783,-23.227
Lucknow,NH3,2019,04,2019-04,18.461,11.556,6.905
Lucknow,NH3,2019,05,2019-05,18.626,18.461,0.165
Lucknow,NH3,2019,06,2019-06,28.542,18.626,9.916
Lucknow,NH3,2019,07,2019-07,13.7,28.542,-14.842
Lucknow,NH3,2019,08,2019-08,11.218,13.7,-2.482
Lucknow,NH3,2019,09,2019-09,22.151,11.218,10.933
Lucknow,NH3,2019,10,2019-10,37.707,22.151,15.556
Lucknow,NH3,2019,11,2019-11,21.061,37.707,-16.646
Lucknow,NH3,2019,12,2019-12,17.52,21.061,-3.541
Lucknow,NH3,2020,01,2020-01,25.804,17.52,8.284
Lucknow,NH3,2020,02,2020-02,10.877,25.804,-14.927
Lucknow,NH3,2020,03,2020-03,22.151,10.877,11.274
Lucknow,NH3,2020,04,2020-04,32.671,22.151,10.52
Lucknow,NH3,2020,05,2020-05,13.389,32.671,-19.282
Lucknow,NH3,2020,06,2020-06,14.967,13.389,1.578
Lucknow,NH3,2020,07,2020-07,,14.967,
Lucknow,NO,2015,01,2015-01,4.221,,
Lucknow,NO,2015,02,2015-02,5.408,4.221,1.187
Lucknow,NO,2015,03,2015-03,10.128,5.408,4.72
Lucknow,NO,2015,04,2015-04,9.916,10.128,-0.212
Lucknow,NO,2015,05,2015-05,2.953,9.916,-6.963
Lucknow,NO,2015,06,2015-06,2.499,2.953,-0.454
Lucknow,NO,2015,07,2015-07,4.058,2.499,1.559
Lucknow,NO,2015,08,2015-08,4.716,4.058,0.658
Lucknow,NO,2015,09,2015-09,4.504,4.716,-0.212
Lucknow,NO,2015,10,2015-10,12.884,4.504,8.38
Lucknow,NO,2015,11,2015-11,15.635,12.884,2.751
Lucknow,NO,2015,12,2015-12,19.891,15.635,4.256
Lucknow,NO,2016,01,2016-01,5.935,19.891,-13.956
Lucknow,NO,2016,02,2016-02,6.831,5.935,0.896
Lucknow,NO,2016,03,2016-03,10.8,6.831,3.969
Lucknow,NO,2016,04,2016-04,9.731,10.8,-1.069
Lucknow,NO,2016,05,2016-05,6.466,9.731,-3.265
Lucknow,NO,2016,06,2016-06,7.186,6.466,0.72
Lucknow,NO,2016,07,2016-07,7.484,7.186,0.298
Lucknow,NO,2016,08,2016-08,6.684,7.484,-0.8
Lucknow,NO,2016,09,2016-09,7.899,6.684,1.215
Lucknow,NO,2016,10,2016-10,27.676,7.899,19.777
Lucknow,NO,2016,11,2016-11,50.972,27.676,23.296
Lucknow,NO,2016,12,2016-12,36.019,50.972,-14.953
Lucknow,NO,2017,01,2017-01,29.336,36.019,-6.683
Lucknow,NO,2017,02,2017-02,21.909,29.336,-7.427
Lucknow,NO,2017,03,2017-03,14.944,21.909,-6.965
Lucknow,NO,2017,04,2017-04,9.966,14.944,-4.978
Lucknow,NO,2017,05,2017-05,10.448,9.966,0.482
Lucknow,NO,2017,06,2017-06,6.805,10.448,-3.643
Lucknow,NO,2017,07,2017-07,10.632,6.805,3.827
Lucknow,NO,2017,08,2017-08,11.967,10.632,1.335
Lucknow,NO,2017,09,2017-09,9.861,11.967,-2.106
Lucknow,NO,2017,10,2017-10,27.17,9.861,17.309
Lucknow,NO,2017,11,2017-11,34.103,27.17,6.933
Lucknow,NO,2017,12,2017-12,34.292,34.103,0.189
Lucknow,NO,2018,01,2018-01,26.827,34.292,-7.465
Lucknow,NO,2018,02,2018-02,24.216,26.827,-2.611
Lucknow,NO,2018,03,2018-03,15.435,24.216,-8.781
Lucknow,NO,2018,04,2018-04,22.375,15.435,6.94
Lucknow,NO,2018,05,2018-05,15.723,22.375,-6.652
Lucknow,NO,2018,06,2018-06,7.793,15.723,-7.93
Lucknow,NO,2018,07,2018-07,11.891,7.793,4.098
Lucknow,NO,2018,08,2018-08,12.251,11.891,0.36
Lucknow,NO,2018,09,2018-09,8.254,12.251,-3.997
Lucknow,NO,2018,10,2018-10,25.837,8.254,17.583
Lucknow,NO,2018,11,2018-11,39.929,25.837,14.092
Lucknow,NO,2018,12,2018-12,32.07,39.929,-7.859
Lucknow,NO,2019,01,2019-01,33.439,32.07,1.369
Lucknow,NO,2019,02,2019-02,21.252,33.439,-12.187
Lucknow,NO,2019,03,2019-03,9.504,21.252,-11.748
Lucknow,NO,2019,04,2019-04,8.731,9.504,-0.773
Lucknow,NO,2019,05,2019-05,8.278,8.731,-0.453
Lucknow,NO,2019,06,2019-06,8.205,8.278,-0.073
Lucknow,NO,2019,07,2019-07,9.137,8.205,0.932
Lucknow,NO,2019,08,2019-08,7.646,9.137,-1.491
Lucknow,NO,2019,09,2019-09,7.99,7.646,0.344
Lucknow,NO,2019,10,2019-10,19.061,7.99,11.071
Lucknow,NO,2019,11,2019-11,24.082,19.061,5.021
Lucknow,NO,2019,12,2019-12,22.505,24.082,-1.577
Lucknow,NO,2020,01,2020-01,29.455,22.505,6.95
Lucknow,NO,2020,02,2020-02,16.954,29.455,-12.501
Lucknow,NO,2020,03,2020-03,12.572,16.954,-4.382
Lucknow,NO,2020,04,2020-04,3.962,12.572,-8.61
Lucknow,NO,2020,05,2020-05,5.637,3.962,1.675
Lucknow,NO,2020,06,2020-06,7.584,5.637,1.947
Lucknow,NO,2020,07,2020-07,,7.584,
Lucknow,NO2,2015,01,2015-01,15.115,,
Lucknow,NO2,2015,02,2015-02,23.058,15.115,7.943
Lucknow,NO2,2015,03,2015-03,23.699,23.058,0.641
Lucknow,NO2,2015,04,2015-04,24.145,23.699,0.446
Lucknow,NO2,2015,05,2015-05,14.253,24.145,-9.892
Lucknow,NO2,2015,06,2015-06,10.94,14.253,-3.313
Lucknow,NO2,2015,07,2015-07,9.268,10.94,-1.672
Lucknow,NO2,2015,08,2015-08,8.569,9.268,-0.699
Lucknow,NO2,2015,09,2015-09,9.712,8.569,1.143
Lucknow,NO2,2015,10,2015-10,16.365,9.712,6.653
Lucknow,NO2,2015,11,2015-11,24.305,16.365,7.94
Lucknow,NO2,2015,12,2015-12,23.094,24.305,-1.211
Lucknow,NO2,2016,01,2016-01,12.028,23.094,-11.066
Lucknow,NO2,2016,02,2016-02,19.939,12.028,7.911
Lucknow,NO2,2016,03,2016-03,32.91,19.939,12.971
Lucknow,NO2,2016,04,2016-04,53.525,32.91,20.615
Lucknow,NO2,2016,05,2016-05,49.998,53.525,-3.527
Lucknow,NO2,2016,06,2016-06,28.549,49.998,-21.449
Lucknow,NO2,2016,07,2016-07,22.246,28.549,-6.303
Lucknow,NO2,2016,08,2016-08,18.594,22.246,-3.652
Lucknow,NO2,2016,09,2016-09,24.103,18.594,5.509
Lucknow,NO2,2016,10,2016-10,55.306,24.103,31.203
Lucknow,NO2,2016,11,2016-11,77.917,55.306,22.611
Lucknow,NO2,2016,12,2016-12,52.324,77.917,-25.593
Lucknow,NO2,2017,01,2017-01,45.672,52.324,-6.652
Lucknow,NO2,2017,02,2017-02,37.686,45.672,-7.986
Lucknow,NO2,2017,03,2017-03,35.516,37.686,-2.17
Lucknow,NO2,2017,04,2017-04,32.587,35.516,-2.929
Lucknow,NO2,2017,05,2017-05,32.628,32.587,0.041
Lucknow,NO2,2017,06,2017-06,19.498,32.628,-13.13
Lucknow,NO2,2017,07,2017-07,18.838,19.498,-0.66
Lucknow,NO2,2017,08,2017-08,30.842,18.838,12.004
Lucknow,NO2,2017,09,2017-09,26.746,30.842,-4.096
Lucknow,NO2,2017,10,2017-10,52.154,26.746,25.408
Lucknow,NO2,2017,11,2017-11,57.101,52.154,4.947
Lucknow,NO2,2017,12,2017-12,59.657,57.101,2.556
Lucknow,NO2,2018,01,2018-01,45.93,59.657,-13.727
Lucknow,NO2,2018,02,2018-02,36.544,45.93,-9.386
Lucknow,NO2,2018,03,2018-03,34.642,36.544,-1.902
Lucknow,NO2,2018,04,2018-04,51.823,34.642,17.181
Lucknow,NO2,2018,05,2018-05,51.744,51.823,-0.079
Lucknow,NO2,2018,06,2018-06,27.283,51.744,-24.461
Lucknow,NO2,2018,07,2018-07,27.752,27.283,0.469
Lucknow,NO2,2018,08,2018-08,29.613,27.752,1.861
Lucknow,NO2,2018,09,2018-09,25.917,29.613,-3.696
Lucknow,NO2,2018,10,2018-10,49.82,25.917,23.903
Lucknow,NO2,2018,11,2018-11,62.558,49.82,12.738
Lucknow,NO2,2018,12,2018-12,56.495,62.558,-6.063
Lucknow,NO2,2019,01,2019-01,45.972,56.495,-10.523
Lucknow,NO2,2019,02,2019-02,42.009,45.972,-3.963
Lucknow,NO2,2019,03,2019-03,42.542,42.009,0.533
Lucknow,NO2,2019,04,2019-04,40.788,42.542,-1.754
Lucknow,NO2,2019,05,2019-05,25.245,40.788,-15.543
Lucknow,NO2,2019,06,2019-06,23.647,25.245,-1.598
Lucknow,NO2,2019,07,2019-07,23.207,23.647,-0.44
Lucknow,NO2,2019,08,2019-08,20.417,23.207,-2.79
Lucknow,NO2,2019,09,2019-09,19.468,20.417,-0.949
